categorie,capacite,prix,montant
music,9111,590.8727511700167,1050780.0
music,6010,1265.696624060187,1265950.0
sport,8856,1396.7235723441947,2903800.0
sport,817,342.5910350474162,64730.0
sport,3536,343.3481278875148,302020.0
theatre,3562,282.78037691271953,168840.0
general,4881,1161.6152336450375,883040.0
art,9702,661.3820502112253,1225240.0
general,8746,807.7783060524166,1210490.0
general,5054,35.21556352017407,71170.0
theatre,5678,673.5846022178655,821860.0
sport,5954,1121.673656640832,1199940.0
sport,4211,1394.7811562096701,798450.0
art,2097,1769.6464100603475,523650.0
music,3930,871.0586474642552,410590.0
music,8864,26.542380784764454,156070.0
music,9123,1951.6487067424994,2234620.0
art,8662,103.50612351724631,133750.0
art,5839,1831.976174139931,1526480.0
music,485,1370.4834365488439,104300.0
theatre,7286,575.6190521456939,753090.0
theatre,4418,348.5616164098242,181280.0
general,8676,871.0308337681507,1157120.0
art,3575,1391.5498657278708,883970.0
music,315,473.3585504504549,31500.0
sport,7545,305.7242505817739,590550.0
sport,8698,215.40247491130725,543910.0
general,7664,506.1366487125707,655490.0
theatre,8244,313.30772118810637,367050.0
art,9963,1936.877645198054,3051260.0
music,8880,1887.221687679297,3067950.0
sport,8645,270.52302154963456,642820.0
sport,3114,496.40990485675627,204610.0
general,9833,1511.1506846219463,2493350.0
theatre,6236,597.3230938641041,649190.0
theatre,3781,1028.5444315802665,820780.0
sport,2956,1210.1842221529803,516250.0
general,6655,392.3948053300652,268150.0
theatre,112,1205.828738087052,17900.0
music,6197,55.43137580322144,83420.0
theatre,8849,1998.0719896034466,2833140.0
music,5699,457.9681816921959,328140.0
music,8905,1384.8203577899246,2668900.0
sport,5525,1382.309874920751,1858950.0
art,9011,1760.1141795371423,2187380.0
art,2965,122.37362288858434,65940.0
theatre,461,721.961928007191,66660.0
art,6788,1684.696775614977,1732910.0
general,9013,586.7535371141994,886200.0
sport,1441,819.6961042921941,277880.0
general,3934,786.4466354050408,406990.0
theatre,8778,392.3494591871495,678400.0
theatre,8551,810.4329738226326,764190.0
art,2233,46.774728295876145,40270.0
theatre,5580,1062.2447869822636,1218690.0
music,4916,591.0635391379417,348800.0
general,9681,295.46763868006497,344560.0
sport,6351,1610.827804960664,2011300.0
music,8263,1181.1422365623612,1639950.0
theatre,609,1.4440822709544943,5000.0
art,7955,517.6918201361602,501050.0
theatre,5772,1115.31308571755,1080040.0
art,4092,1396.6950733866108,668140.0
general,6879,441.8196557283702,546680.0
music,4264,212.83612379495588,259130.0
general,2873,188.90675679288793,70770.0
theatre,2704,1904.6723891847,751380.0
art,6469,1242.3372392959275,864390.0
theatre,4932,352.2399496163855,423400.0
general,4295,708.6654746189855,350330.0
sport,9346,1068.6109491242598,1844200.0
music,3809,1428.6718230003212,900490.0
sport,3435,608.7839100989787,534580.0
art,7608,1473.6756057300781,2076240.0
art,3127,1099.2192633028674,506690.0
theatre,817,1547.8512247837627,253890.0
general,4068,1289.236952361061,677730.0
art,7876,1715.236849302946,2496390.0
theatre,6799,1708.391935602421,1680010.0
general,6302,561.187324210722,364060.0
sport,9100,483.6751715267793,935960.0
art,1751,1265.462470038565,243550.0
general,3216,1861.0669570408497,588480.0
sport,4756,468.46879947389385,496240.0
sport,7038,1163.6663575087869,1533740.0
general,2294,481.53142716412265,125130.0
music,6287,722.1060775206086,570550.0
music,1660,1514.1586116341725,586280.0
art,9296,405.41218455158855,487720.0
theatre,3457,68.67161618556561,70440.0
sport,9186,1018.877426249555,1143320.0
theatre,7242,594.0126882731633,776230.0
art,7072,498.3835901694016,736840.0
music,9037,791.984899557388,857400.0
sport,7219,1877.2193363948686,2319700.0
general,6888,1606.4066910771,1121460.0
music,2962,1476.6667995143412,665500.0
theatre,6233,41.22035446323857,77890.0
theatre,6716,1333.4446582519745,1875040.0
theatre,4979,700.0935637478052,696880.0
theatre,1410,1865.1746386167988,273140.0
sport,3969,16.891112952474472,55240.0
general,2983,119.1520519163256,93860.0
general,6550,1054.0588212616601,1060940.0
general,389,1105.0557514270379,58920.0
general,7658,382.7878343796842,431800.0
music,5038,1303.113151449098,1545860.0
art,9585,1368.8369655923543,2043420.0
music,2286,433.9615341085961,243280.0
general,8575,144.99402713010912,274170.0
theatre,7056,1550.259932089308,1122430.0
art,5187,1618.0571322235028,1227190.0
general,7791,36.45086392144115,75710.0
sport,8574,228.96235373774766,569910.0
music,7469,1334.1534801517187,1146450.0
art,676,742.3894133890656,105050.0
music,260,159.72430732380104,12930.0
music,9690,700.6558000686134,1070120.0
general,6916,3.6474697747412854,75170.0
music,2599,1346.0252404248401,497050.0
sport,9430,575.8678873472778,724170.0
sport,3067,1950.0400284537764,1018530.0
sport,7983,539.8951413574378,1121750.0
general,5847,1703.7894397394987,1267120.0
general,476,1850.299810251543,94340.0
general,4594,458.15951677702446,372120.0
general,6462,1342.197531172767,811100.0
sport,8559,1331.7937726411194,1876970.0
general,2328,151.77293400538906,54000.0
art,2409,1170.7543617217025,563790.0
art,4521,450.86906079679557,238850.0
sport,2078,1784.1315680578346,515460.0
music,1404,403.32378960799485,111250.0
theatre,2026,410.0798451981127,192600.0
music,7698,1508.8320315943515,1887220.0
general,492,1217.6272867780003,64820.0
theatre,4281,598.2130664409615,354750.0
art,973,1356.286541443583,209340.0
general,4394,603.6392690395301,359000.0
music,1247,1274.6421051822974,317510.0
general,1152,1383.9811487823576,216870.0
theatre,7081,870.3752670071465,1158160.0
music,5876,314.5452787997567,242850.0
sport,1760,1593.5502482019976,621940.0
general,2944,358.5266288572393,188650.0
general,7042,140.99569101111052,214880.0
music,7393,1590.8975196133756,2416780.0
sport,7887,1001.3714987999169,1349680.0
art,4276,961.2232801541074,616210.0
theatre,6503,839.7726734916548,969510.0
general,9607,1646.6226095303236,1732060.0
music,9913,277.50748810212065,644470.0
art,6204,370.1843209799731,503090.0
sport,2642,1835.7814578103678,843000.0
theatre,6796,812.8226448773011,1163220.0
music,4629,810.987887123445,592030.0
theatre,4304,1159.7775082499502,1000920.0
sport,1458,295.3093075566466,116160.0
music,5735,1822.1689132614042,1405330.0
sport,1927,202.55646689517403,57340.0
theatre,7003,1650.1620871357075,1334080.0
general,4919,1082.3731518333234,529650.0
general,8506,668.1981347018677,542630.0
theatre,4094,1914.159265251515,933630.0
general,8422,1980.211993565558,3050530.0
general,2278,400.77475474472755,184600.0
general,4106,60.193977641068045,62490.0
general,3377,516.9271780099405,226850.0
music,5352,106.17118681876603,198550.0
sport,2472,1218.1244594584853,370150.0
theatre,8925,1858.260328492648,3192650.0
theatre,2711,621.1566194502991,279920.0
music,748,1082.436668202575,138430.0
theatre,4600,1003.0725318413563,684770.0
sport,2424,1921.2559520415532,571690.0
theatre,9343,1718.835060058205,3164840.0
general,7571,1737.1405592092058,2191820.0
theatre,869,177.90347392143846,33210.0
music,779,1444.7034068284825,143520.0
art,7739,156.1924699619721,161550.0
theatre,6626,364.38286719350145,516120.0
sport,2652,1998.108455518714,1078840.0
art,1823,1010.3405426631757,193420.0
music,8688,1591.4307614768438,2929170.0
general,509,1956.3366757191916,121200.0
sport,4453,1013.8849382354855,1030050.0
theatre,2531,469.72665988939764,256240.0
general,2512,1883.7033856771354,755560.0
theatre,9123,1623.162398054538,1589210.0
general,3940,269.1496595371503,233070.0
general,4696,1742.9432652516705,1428130.0
theatre,173,1594.0515941728233,44960.0
theatre,6094,1549.9815979483794,1349230.0
theatre,9542,1970.7876381257513,3075210.0
sport,2413,989.631041187377,531560.0
art,8469,323.4399157933483,324520.0
sport,8716,377.92062433103735,455170.0
general,6799,408.12494219288277,440220.0
music,161,308.0971610341423,7760.0
theatre,5344,1793.2867366169082,1754940.0
art,1805,680.005112585063,193820.0
sport,830,1022.3163457348948,169850.0
general,7307,580.9791193787775,577150.0
general,4987,169.6653697338557,174200.0
art,5279,299.0341378383592,374590.0
music,5354,993.9238438685496,728680.0
art,9964,526.5946207378329,752920.0
sport,5542,1060.0251396880549,868660.0
music,6490,1097.7416336401243,898470.0
theatre,120,281.35060078165753,5300.0
sport,9345,1889.3282645538304,4042890.0
general,1002,1077.6264446652372,140580.0
theatre,9575,1022.6673187677591,1003950.0
music,5560,1364.901239889635,1484660.0
art,8239,332.4897897904009,531410.0
music,6557,490.58845695637723,664330.0
general,5438,465.3758776311485,268390.0
general,2561,416.9157963054777,201330.0
general,2847,1694.602640978641,812260.0
music,9611,1758.1852056719933,2971290.0
art,6043,690.5417819389008,708800.0
art,8567,1092.0846741347236,962870.0
music,5404,1949.9579751242998,1485200.0
art,1252,148.78185307245806,42740.0
music,3256,1162.3893965500256,455210.0
sport,3421,70.96670249509285,63580.0
sport,2065,741.4324101833654,191440.0
music,598,821.8666939251614,114180.0
music,2388,1173.231668466733,362640.0
general,9597,1162.2225370269705,1085250.0
art,5848,130.8356401814259,120800.0
music,1353,988.2327718745652,216310.0
theatre,4829,894.6552594044567,748710.0
music,2182,105.27425832723148,42750.0
art,9250,982.9420864463439,1272220.0
general,5868,1446.0792107504565,1499360.0
theatre,3849,1501.9862543038653,932690.0
theatre,3317,1324.8185865011935,445680.0
general,2868,1496.9512018335424,548210.0
music,4396,1911.1286996832457,1198860.0
art,3946,1020.3610967935934,554560.0
general,2920,188.7994930050192,126350.0
sport,6872,387.06259242464824,370690.0
general,3205,1612.3061960931968,860150.0
music,3966,628.1682690461479,560020.0
music,4999,1784.0582191738954,1340040.0
music,2321,291.4090444793891,132260.0
general,3984,936.4046243787254,338460.0
art,9652,860.3918910335384,1236360.0
general,532,43.53963917709702,8720.0
music,5361,1927.4581386513555,1479090.0
theatre,6540,1530.4538743319092,1200050.0
art,6096,338.25772598943547,314970.0
sport,7890,1756.6858784290912,3196920.0
sport,8747,217.46764720352328,401320.0
general,3975,5.2261538964328835,30060.0
general,7957,84.42899194387343,188280.0
music,2085,557.3259777637838,203690.0
general,4157,1568.2480190132758,892100.0
art,604,697.3378686351173,67170.0
music,5415,280.3443925592002,196870.0
music,8093,343.79404314833107,382760.0
general,1771,497.75334013512065,162310.0
general,4781,628.3544525230858,356870.0
music,8298,1542.865890676464,1469230.0
general,8867,1291.907108577517,1133770.0
art,8773,80.52215037693,220140.0
theatre,9311,1956.3850004427734,2306110.0
art,683,1984.5055834832583,129360.0
sport,7895,1714.8482914979481,2410760.0
theatre,3032,1345.8798324311354,738970.0
general,1153,736.4186407714197,113940.0
